URL,Status Code,Status,Inlinks,Redirect URI
http://www.benefits.va.gov/gibill/ext_redirect.asp?url=https://gibill.custhelp.com/app/ask/,302,Found,1,https://www.benefits.va.gov/gibill/ext_redirect.asp?url=https://gibill.custhelp.com/app/ask/
http://www.benefits.va.gov/gibill/reap.asp,302,Found,1,https://www.benefits.va.gov/gibill/reap.asp
http://www.benefits.va.gov/gibill/regional_processing.asp,302,Found,3,https://www.benefits.va.gov/gibill/regional_processing.asp
http://www.benefits.va.gov/gibill/resources/benefits_resources/rate_tables.asp,302,Found,9,https://www.benefits.va.gov/gibill/resources/benefits_resources/rate_tables.asp
http://www.benefits.va.gov/gibill/resources/benefits_resources/rates/600_buyup.asp,302,Found,1,https://www.benefits.va.gov/gibill/resources/benefits_resources/rates/600_buyup.asp
http://www.benefits.va.gov/GIBILL/resources/benefits_resources/rates/ch35/ch35rates100115.asp,302,Found,1,https://www.benefits.va.gov/GIBILL/resources/benefits_resources/rates/ch35/ch35rates100115.asp
http://www.benefits.va.gov/GIBILL/Trademark_Terms_of_Use.asp,302,Found,2,https://www.benefits.va.gov/GIBILL/Trademark_Terms_of_Use.asp
http://www.benefits.va.gov/GIBILL/yellow_ribbon/yrp_list_2015.asp,302,Found,1,https://www.benefits.va.gov/GIBILL/yellow_ribbon/yrp_list_2015.asp
http://www.benefits.va.gov/homeloans/,302,Found,1,https://www.benefits.va.gov/homeloans/
http://www.benefits.va.gov/homeloans/adaptedhousing.asp,302,Found,4,https://www.benefits.va.gov/homeloans/adaptedhousing.asp
http://www.benefits.va.gov/HOMELOANS/contact_rlc_info.asp,302,Found,1,https://www.benefits.va.gov/HOMELOANS/contact_rlc_info.asp
http://www.benefits.va.gov/homeloans/contact_rlc_info.asp,302,Found,2,https://www.benefits.va.gov/homeloans/contact_rlc_info.asp
http://www.benefits.va.gov/homeloans/nadl_mou.asp,302,Found,1,https://www.benefits.va.gov/homeloans/nadl_mou.asp
http://www.benefits.va.gov/HOMELOANS/purchaseco_loan_limits.asp,302,Found,4,https://www.benefits.va.gov/HOMELOANS/purchaseco_loan_limits.asp
http://www.benefits.va.gov/insurance/dividends_options.asp,302,Found,1,https://www.benefits.va.gov/insurance/dividends_options.asp
http://www.benefits.va.gov/insurance/dividends_special.asp,302,Found,1,https://www.benefits.va.gov/insurance/dividends_special.asp
http://www.benefits.va.gov/INSURANCE/forms/29-8636_08-2011.pdf,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/29-8636_08-2011.pdf
http://www.benefits.va.gov/INSURANCE/forms/ParticList.htm,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/ParticList.htm
http://www.benefits.va.gov/INSURANCE/forms/SGL133_ed2015-06.pdf,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/SGL133_ed2015-06.pdf
http://www.benefits.va.gov/INSURANCE/forms/SGL133_ed2016-06.pdf,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/SGL133_ed2016-06.pdf
http://www.benefits.va.gov/INSURANCE/forms/SGLV_8286_ed2017-04.pdf,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/SGLV_8286_ed2017-04.pdf
http://www.benefits.va.gov/INSURANCE/forms/SGLV_8286A_ed2014-06.PDF,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/SGLV_8286A_ed2014-06.PDF
http://www.benefits.va.gov/INSURANCE/forms/SGLV_8286A_ed2017-04.PDF,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/SGLV_8286A_ed2017-04.PDF
http://www.benefits.va.gov/INSURANCE/forms/SGLV_8600_ed2017-01.pdf,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/SGLV_8600_ed2017-01.pdf
http://www.benefits.va.gov/INSURANCE/forms/SGLV_8714_ed2014-07.pdf,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/SGLV_8714_ed2014-07.pdf
http://www.benefits.va.gov/INSURANCE/forms/SGLV_8715.pdf,302,Found,1,https://www.benefits.va.gov/INSURANCE/forms/SGLV_8715.pdf
http://www.benefits.va.gov/INSURANCE/ins_publications.asp,302,Found,7,https://www.benefits.va.gov/INSURANCE/ins_publications.asp
http://www.benefits.va.gov/INSURANCE/popups/opa.htm,302,Found,1,https://www.benefits.va.gov/INSURANCE/popups/opa.htm
http://www.benefits.va.gov/insurance/s-dvi.asp,302,Found,1,https://www.benefits.va.gov/insurance/s-dvi.asp
http://www.benefits.va.gov/INSURANCE/SOES.asp,302,Found,2,https://www.benefits.va.gov/INSURANCE/SOES.asp
http://www.benefits.va.gov/insurance/tsgli_schedule_Schedule.asp,302,Found,1,https://www.benefits.va.gov/insurance/tsgli_schedule_Schedule.asp
http://www.benefits.va.gov/insurance/tsgli-claim-questionnaire.asp,302,Found,1,https://www.benefits.va.gov/insurance/tsgli-claim-questionnaire.asp
http://www.benefits.va.gov/INSURANCE/vgli_rates_old.asp,302,Found,1,https://www.benefits.va.gov/INSURANCE/vgli_rates_old.asp
http://www.benefits.va.gov/milwaukee/,302,Found,1,https://www.benefits.va.gov/milwaukee/
http://www.benefits.va.gov/pension/current_rates_survivor_pen.asp,302,Found,1,https://www.benefits.va.gov/pension/current_rates_survivor_pen.asp
http://www.benefits.va.gov/pension/current_rates_veteran_pen.asp,302,Found,1,https://www.benefits.va.gov/pension/current_rates_veteran_pen.asp
http://www.benefits.va.gov/PENSION/resources-contact.asp,302,Found,2,https://www.benefits.va.gov/PENSION/resources-contact.asp
http://www.benefits.va.gov/philadelphia/,302,Found,1,https://www.benefits.va.gov/philadelphia/
http://www.benefits.va.gov/stpaul/,302,Found,1,https://www.benefits.va.gov/stpaul/
http://www.benefits.va.gov/TEEI/economic-liaison-list.asp,302,Found,1,https://www.benefits.va.gov/TEEI/economic-liaison-list.asp
http://www.benefits.va.gov/vocrehab/,302,Found,1,https://www.benefits.va.gov/vocrehab/
http://www.benefits.va.gov/VOCREHAB/docs/EmploymentCoordinators.xls,302,Found,2,https://www.benefits.va.gov/VOCREHAB/docs/EmploymentCoordinators.xls
http://www.benefits.va.gov/vocrehab/edu_voc_counseling.asp,302,Found,1,https://www.benefits.va.gov/vocrehab/edu_voc_counseling.asp
http://www.benefits.va.gov/vocrehab/index.asp,302,Found,4,https://www.benefits.va.gov/vocrehab/index.asp
http://www.benefits.va.gov/VOW/docs/seiflyerfinal.pdf,302,Found,1,https://www.benefits.va.gov/VOW/docs/seiflyerfinal.pdf
http://www.benefits.va.gov/warms/docs/regs/38CFR/BOOKB/PART3/S3_309.doc,302,Found,2,https://www.benefits.va.gov/warms/docs/regs/38CFR/BOOKB/PART3/S3_309.doc
http://www.bva.va.gov/docs/Pamphlets/How-Do-I-Appeal-Booklet--508Compliance.pdf,302,Found,1,https://www.bva.va.gov/docs/Pamphlets/How-Do-I-Appeal-Booklet--508Compliance.pdf
http://www.caregiver.va.gov/,302,Found,1,https://www.caregiver.va.gov/
http://www.cem.va.gov/cem/cems/listcem.asp,302,Found,1,https://www.cem.va.gov/cem/cems/listcem.asp
http://www.cem.va.gov/CEM/hmm/discharge_documents.asp,302,Found,1,https://www.cem.va.gov/CEM/hmm/discharge_documents.asp
http://www.ebenefits.va.gov/,302,Found,1,https://www.ebenefits.va.gov/
http://www.mentalhealth.va.gov/gethelp.asp,302,Found,1,https://www.mentalhealth.va.gov/gethelp.asp
http://www.mentalhealth.va.gov/PTSD.asp,302,Found,1,https://www.mentalhealth.va.gov/PTSD.asp
http://www.mentalhealth.va.gov/ptsd/cbt-ptsd.asp,302,Found,1,https://www.mentalhealth.va.gov/ptsd/cbt-ptsd.asp
http://www.mentalhealth.va.gov/Resources.asp,302,Found,1,https://www.mentalhealth.va.gov/Resources.asp
http://www.mentalhealth.va.gov/returningservicevets.asp,302,Found,1,https://www.mentalhealth.va.gov/returningservicevets.asp
http://www.mentalhealth.va.gov/self_help.asp,302,Found,1,https://www.mentalhealth.va.gov/self_help.asp
http://www.oprm.va.gov/ers/,302,Found,1,https://www.oprm.va.gov/ers/
http://www.ptsd.va.gov/apps/AboutFace/,302,Found,1,https://www.ptsd.va.gov/apps/AboutFace/
http://www.ptsd.va.gov/public/index.asp,302,Found,2,https://www.ptsd.va.gov/public/index.asp
http://www.publichealth.va.gov/exposures/agentorange/benefits/index.asp,302,Found,2,https://www.publichealth.va.gov/exposures/agentorange/benefits/index.asp
http://www.publichealth.va.gov/exposures/agentorange/benefits/registry-exam.asp,302,Found,2,https://www.publichealth.va.gov/exposures/agentorange/benefits/registry-exam.asp
http://www.publichealth.va.gov/exposures/agentorange/birth-defects/spina-bifida.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/birth-defects/spina-bifida.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/al_amyloidosis.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/al_amyloidosis.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/bcell-leukemia.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/bcell-leukemia.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/chloracne.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/chloracne.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/diabetes.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/diabetes.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/hodgkins.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/hodgkins.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/ischemicheartdisease.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/ischemicheartdisease.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/multiple_myeloma.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/multiple_myeloma.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/nonhodgkinslymphoma.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/nonhodgkinslymphoma.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/parkinsonsdisease.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/parkinsonsdisease.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/peripheral_neuropathy.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/peripheral_neuropathy.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/porphyria-cutanea-tarda.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/porphyria-cutanea-tarda.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/prostate_cancer.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/prostate_cancer.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/respiratory_cancers.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/respiratory_cancers.asp
http://www.publichealth.va.gov/exposures/agentorange/conditions/soft-tissue-sarcoma.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/conditions/soft-tissue-sarcoma.asp
http://www.publichealth.va.gov/exposures/agentorange/locations/tests-storage/index.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/locations/tests-storage/index.asp
http://www.publichealth.va.gov/exposures/agentorange/locations/tests-storage/outside-vietnam.asp,302,Found,2,https://www.publichealth.va.gov/exposures/agentorange/locations/tests-storage/outside-vietnam.asp
http://www.publichealth.va.gov/exposures/agentorange/locations/tests-storage/usa.asp,302,Found,2,https://www.publichealth.va.gov/exposures/agentorange/locations/tests-storage/usa.asp
http://www.publichealth.va.gov/exposures/agentorange/shiplist/index.asp,302,Found,2,https://www.publichealth.va.gov/exposures/agentorange/shiplist/index.asp
http://www.publichealth.va.gov/exposures/agentorange/shiplist/list.asp,302,Found,1,https://www.publichealth.va.gov/exposures/agentorange/shiplist/list.asp
http://www.publichealth.va.gov/exposures/asbestos/index.asp,302,Found,1,https://www.publichealth.va.gov/exposures/asbestos/index.asp
http://www.publichealth.va.gov/exposures/coordinators.asp,302,Found,2,https://www.publichealth.va.gov/exposures/coordinators.asp
http://www.publichealth.va.gov/exposures/gulfwar/military-service.asp,302,Found,1,https://www.publichealth.va.gov/exposures/gulfwar/military-service.asp
http://www.section508.va.gov/,302,Found,244,https://www.section508.va.gov/
http://www.taps.org/,302,Redirect,1,https://www.taps.org/
http://www.usajobs.gov/,307,HSTS Policy,1,https://www.usajobs.gov/
http://www.va.gov/,307,HSTS Policy,466,https://www.va.gov/
http://www.va.gov/health/cwt/,307,HSTS Policy,2,https://www.va.gov/health/cwt/
http://www.va.gov/healthbenefits/resources/publications/IB10-442_dental_benefits_for_veterans_2_14.pdf,307,HSTS Policy,1,https://www.va.gov/healthbenefits/resources/publications/IB10-442_dental_benefits_for_veterans_2_14.pdf
http://www.va.gov/HOMELESS/HVCES.asp,307,HSTS Policy,1,https://www.va.gov/HOMELESS/HVCES.asp
http://www.va.gov/ogc/accreditation.asp,307,HSTS Policy,2,https://www.va.gov/ogc/accreditation.asp
http://www.va.gov/ogc/apps/accreditation/index.asp,307,HSTS Policy,224,https://www.va.gov/ogc/apps/accreditation/index.asp
http://www.va.gov/OGC/docs/Accred/HowtoChallengeaFee.pdf,307,HSTS Policy,2,https://www.va.gov/OGC/docs/Accred/HowtoChallengeaFee.pdf
http://www.va.gov/oig/,307,HSTS Policy,244,https://www.va.gov/oig/
http://www.va.gov/osdbu/,307,HSTS Policy,1,https://www.va.gov/osdbu/
http://www.va.gov/osdbu/about/contacts.asp,307,HSTS Policy,1,https://www.va.gov/osdbu/about/contacts.asp
http://www.va.gov/osdbu/library/events.asp,307,HSTS Policy,1,https://www.va.gov/osdbu/library/events.asp
http://www.va.gov/osdbu/verification/assistance/counselors.asp,307,HSTS Policy,1,https://www.va.gov/osdbu/verification/assistance/counselors.asp
http://www.va.gov/privacy/,307,HSTS Policy,18,https://www.va.gov/privacy/
http://www.va.gov/statedva.htm,307,HSTS Policy,1,https://www.va.gov/statedva.htm
http://www.va.gov/vaforms/form_detail.asp?FormNo=22-5490,307,HSTS Policy,1,https://www.va.gov/vaforms/form_detail.asp?FormNo=22-5490
http://www.va.gov/vaforms/medical/pdf/1010EZ-fillable.pdf,307,HSTS Policy,2,https://www.va.gov/vaforms/medical/pdf/1010EZ-fillable.pdf
http://www.va.gov/vaforms/medical/pdf/10-1394-fill.pdf,307,HSTS Policy,1,https://www.va.gov/vaforms/medical/pdf/10-1394-fill.pdf
http://www.va.gov/vaforms/medical/pdf/10-8678-fill.pdf,307,HSTS Policy,1,https://www.va.gov/vaforms/medical/pdf/10-8678-fill.pdf
http://www.va.gov/vaforms/va/pdf/VA40-0247.pdf,307,HSTS Policy,1,https://www.va.gov/vaforms/va/pdf/VA40-0247.pdf
http://www.va.gov/vaforms/va/pdf/VA40-1330.pdf,307,HSTS Policy,1,https://www.va.gov/vaforms/va/pdf/VA40-1330.pdf
http://www.va.gov/vaforms/va/pdf/VA40-1330M.pdf,307,HSTS Policy,1,https://www.va.gov/vaforms/va/pdf/VA40-1330M.pdf
http://www.va.gov/VETSINWORKPLACE/training/EAP/default.htm,307,HSTS Policy,1,https://www.va.gov/VETSINWORKPLACE/training/EAP/default.htm
http://www.va.gov/vso/,307,HSTS Policy,1,https://www.va.gov/vso/
http://www.vba.va.gov/pubs/forms/VBA-21-0779-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-21-0779-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-21-22-ARE.pdf,302,Found,2,https://www.vba.va.gov/pubs/forms/VBA-21-22-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-21-2680-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-21-2680-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-21-4502-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-21-4502-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-21-526EZ-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-21-526EZ-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-21-534-ARE.pdf,302,Found,2,https://www.vba.va.gov/pubs/forms/VBA-21-534-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-21-535-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-21-535-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-21P-530-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-21P-530-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-22-0803-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-22-0803-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-22-1990e-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-22-1990e-ARE.pdf
http://www.vba.va.gov/pubs/forms/vba-22-1990t-are.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/vba-22-1990t-are.pdf
http://www.vba.va.gov/pubs/forms/vba-22-5490-are.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/vba-22-5490-are.pdf
http://www.vba.va.gov/pubs/forms/VBA-22-8691-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-22-8691-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-26-1817-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-26-1817-ARE.pdf
http://www.vba.va.gov/pubs/forms/vba-26-1880-are.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/vba-26-1880-are.pdf
http://www.vba.va.gov/pubs/forms/VBA-26-4555-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-26-4555-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-27-2008-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-27-2008-ARE.pdf
http://www.vba.va.gov/pubs/forms/VBA-29-357-ARE.pdf,302,Found,1,https://www.vba.va.gov/pubs/forms/VBA-29-357-ARE.pdf
http://www.vetcenter.va.gov/,302,Found,1,https://www.vetcenter.va.gov/
https://www.ebenefits.va.gov/,302,Found,1,https://www.ebenefits.va.gov/ebenefits-portal/ebenefits.portal
